Date,Time,Open,High,Low,Close,Tickvol,Vol,Spread
1/6/2025,3:00:00 AM,157.586,157.664,157.488,157.617,2399,0,4
1/6/2025,4:00:00 AM,157.619,157.773,157.568,157.718,2227,0,4
1/6/2025,5:00:00 AM,157.716,157.781,157.656,157.714,2192,0,5
1/6/2025,6:00:00 AM,157.714,157.752,157.658,157.719,1694,0,4
1/6/2025,7:00:00 AM,157.718,157.806,157.675,157.779,1692,0,4
1/6/2025,8:00:00 AM,157.78,157.791,157.63,157.648,2031,0,3
1/6/2025,9:00:00 AM,157.636,157.695,157.532,157.661,2094,0,4
1/6/2025,10:00:00 AM,157.664,157.765,157.619,157.664,2809,0,4
1/6/2025,11:00:00 AM,157.665,157.763,157.589,157.738,2508,0,4
1/6/2025,12:00:00 PM,157.74,157.916,157.685,157.901,2168,0,4
1/6/2025,1:00:00 PM,157.905,157.96,157.162,157.198,4256,0,4
1/6/2025,2:00:00 PM,157.205,157.21,156.62,156.783,4176,0,3
1/6/2025,3:00:00 PM,156.784,156.81,156.241,156.611,4204,0,3
1/6/2025,4:00:00 PM,156.611,157.422,156.466,157.285,4474,0,3
1/6/2025,5:00:00 PM,157.286,157.656,157.197,157.533,4152,0,3
1/6/2025,6:00:00 PM,157.51,157.609,157.349,157.543,3239,0,3
1/6/2025,7:00:00 PM,157.541,157.599,157.466,157.507,2483,0,5
1/6/2025,8:00:00 PM,157.507,157.667,157.43,157.535,2569,0,4
1/6/2025,9:00:00 PM,157.536,157.59,157.473,157.545,2252,0,4
1/6/2025,10:00:00 PM,157.541,157.637,157.492,157.624,1947,0,5
1/6/2025,11:00:00 PM,157.62,157.665,157.5,157.514,1388,0,5
1/7/2025,12:00:00 AM,157.51,157.633,157.453,157.602,276,0,15
1/7/2025,1:00:00 AM,157.589,157.809,157.589,157.738,1323,0,3
1/7/2025,2:00:00 AM,157.739,158.22,157.736,158.105,3549,0,3
1/7/2025,3:00:00 AM,158.105,158.414,158.044,158.311,2907,0,3
1/7/2025,4:00:00 AM,158.313,158.316,158.225,158.229,131,0,5
